Type,NSfraction,DN,RF-F/F,RTJ F/F,BW-F/F,RF/RTJ KG,BW KG,Rating,NS,TypeDesc,TypeNum
VLV1,22,550,1295,1305,1295,3000,2800,600,22,Flanged Gate Valve,3
VLV1,24,600,1397,1407,1397,4550,3867,600,24,Flanged Gate Valve,3
VLV1,26,650,1448,1461,1448,5260,4471,600,26,Flanged Gate Valve,3
VLV1,28,700,1549,1562,1549,5960,5066,600,28,Flanged Gate Valve,3
VLV1,30,750,1651,1664,1651,6700,5695,600,30,Flanged Gate Valve,3
VLV1,32,800,1778,1794,1778,8312,7065,600,32,Flanged Gate Valve,3
VLV1,34,850,1930,1946,1930,9000,7800,600,34,Flanged Gate Valve,3
VLV1,36,900,2083,2099,2083,10125,8606,600,36,Flanged Gate Valve,3
VLV1,0+3/4,20,,,,20,17,900,0.75,Flanged Gate Valve,3
VLV1,1,25,254,254,254,38,32,900,1,Flanged Gate Valve,3
VLV1,1+1/4,32,279,279,279,49,41,900,1.5,Flanged Gate Valve,3
VLV1,1+1/2,40,305,305,305,61,51,900,1.25,Flanged Gate Valve,3
VLV1,2,50,368,371,368,95,80,900,2,Flanged Gate Valve,3
VLV1,2+1/2,65,419,422,419,108,91,900,2.5,Flanged Gate Valve,3
VLV1,3,80,381,384,381,125,106,900,3,Flanged Gate Valve,3
VLV1,4,100,457,460,457,192,163,900,4,Flanged Gate Valve,3
VLV1,5,125,559,562,559,280,240,900,5,Flanged Gate Valve,3
VLV1,6,150,610,613,610,378,321,900,6,Flanged Gate Valve,3
VLV1,8,200,737,740,737,635,539,900,8,Flanged Gate Valve,3
VLV1,10,250,838,841,838,900,765,900,10,Flanged Gate Valve,3
VLV1,12,300,965,968,965,1550,1317,900,12,Flanged Gate Valve,3
VLV1,14,350,1029,1039,1029,2170,1844,900,14,Flanged Gate Valve,3
VLV1,16,400,1130,1140,1130,3070,2609,900,16,Flanged Gate Valve,3
VLV1,18,450,1219,1232,1219,3930,3340,900,18,Flanged Gate Valve,3
VLV1,20,500,1321,1334,1321,5120,4352,900,20,Flanged Gate Valve,3
VLV1,22,550,,,,,,900,22,Flanged Gate Valve,3
VLV1,24,600,1549,1568,1549,7800,6630,900,24,Flanged Gate Valve,3
VLV1,0+1/2,15,,,,,,1500,0.5,Flanged Gate Valve,3
VLV1,0+3/4,20,,,,,,1500,0.75,Flanged Gate Valve,3
VLV1,1,25,254,254,254,38,32,1500,1,Flanged Gate Valve,3
VLV1,1+1/4,32,279,279,279,49,41,1500,1.5,Flanged Gate Valve,3
VLV1,1+1/2,40,305,305,305,61,51,1500,1.25,Flanged Gate Valve,3
VLV1,2,50,368,371,368,82,69,1500,2,Flanged Gate Valve,3
VLV1,2+1/2,65,419,422,419,127,107,1500,2.5,Flanged Gate Valve,3
VLV1,3,80,470,473,470,168,142,1500,3,Flanged Gate Valve,3
VLV1,4,100,546,549,546,277,235,1500,4,Flanged Gate Valve,3
VLV1,5,125,673,676,673,300,280,1500,5,Flanged Gate Valve,3
VLV1,6,150,705,711,705,640,544,1500,6,Flanged Gate Valve,3
VLV1,8,200,832,842,832,1180,1003,1500,8,Flanged Gate Valve,3
VLV1,10,250,991,1001,991,2118,1800,1500,10,Flanged Gate Valve,3
VLV1,12,300,1130,1146,1130,3244,2757,1500,12,Flanged Gate Valve,3
VLV1,14,350,1257,1276,1257,3693,3139,1500,14,Flanged Gate Valve,3
VLV1,16,400,1384,1406,1384,4890,4156,1500,16,Flanged Gate Valve,3
VLV1,18,450,1537,1559,1537,7000,5950,1500,18,Flanged Gate Valve,3
VLV1,20,500,1664,1686,1664,7555,6421,1500,20,Flanged Gate Valve,3
VLV1,22,550,,,,,,1500,22,Flanged Gate Valve,3
VLV1,24,600,1943,1971,1943,9096,7731,1500,24,Flanged Gate Valve,3
VLV1,0+1/2,15,264,264,264,30,25,2500,0.5,Flanged Gate Valve,3
VLV1,0+3/4,20,273,273,273,40,34,2500,0.75,Flanged Gate Valve,3
VLV1,1,25,308,308,308,60,51,2500,1,Flanged Gate Valve,3
VLV1,1+1/4,32,349,352,349,75,63,2500,1.5,Flanged Gate Valve,3
VLV1,1+1/2,40,384,387,384,90,76,2500,1.25,Flanged Gate Valve,3
VLV1,2,50,451,454,451,135,114,2500,2,Flanged Gate Valve,3
VLV1,2+1/2,65,508,514,508,210,178,2500,2.5,Flanged Gate Valve,3
VLV1,3,80,578,584,578,271,230,2500,3,Flanged Gate Valve,3
VLV1,4,100,673,683,673,506,430,2500,4,Flanged Gate Valve,3
VLV1,5,125,794,807,794,550,490,2500,5,Flanged Gate Valve,3
VLV1,6,150,914,927,914,615,550,2500,6,Flanged Gate Valve,3
VLV1,8,200,1022,1038,1022,1090,940,2500,8,Flanged Gate Valve,3
VLV1,10,250,1270,1292,1270,2520,2100,2500,10,Flanged Gate Valve,3
VLV1,12,300,1422,1444,1422,3310,2650,2500,12,Flanged Gate Valve,3
VLV2,0+1/4,8,102,,102,5,5,150,0.25,Flanged Globe Valve,4
VLV2,0+3/8,10,102,,102,5,5,150,0.375,Flanged Globe Valve,4
VLV2,0+1/2,15,108,,108,5,5,150,0.5,Flanged Globe Valve,4
VLV2,0+3/4,20,117,,117,7,6,150,0.75,Flanged Globe Valve,4
VLV2,1,25,127,140,127,10,9,150,1,Flanged Globe Valve,4
VLV2,1+1/4,32,140,153,140,16,13,150,1.5,Flanged Globe Valve,4
VLV2,1+1/2,40,165,178,165,19,16,150,1.25,Flanged Globe Valve,4
VLV2,2,50,203,216,203,23,19,150,2,Flanged Globe Valve,4
VLV2,2+1/2,65,216,229,216,31,26,150,2.5,Flanged Globe Valve,4
VLV2,3,80,241,254,241,43,36,150,3,Flanged Globe Valve,4
VLV2,4,100,292,305,292,62,51,150,4,Flanged Globe Valve,4
VLV2,5,125,356,369,356,80,66,150,5,Flanged Globe Valve,4
VLV2,6,150,406,419,406,104,86,150,6,Flanged Globe Valve,4
VLV2,8,200,495,508,495,164,137,150,8,Flanged Globe Valve,4
VLV2,10,250,622,635,622,377,262,150,10,Flanged Globe Valve,4
VLV2,12,300,698,711,698,500,349,150,12,Flanged Globe Valve,4
VLV2,14,350,787,800,787,743,519,150,14,Flanged Globe Valve,4
VLV2,16,400,914,927,914,1071,748,150,16,Flanged Globe Valve,4
VLV2,18,450,978,991,978,1400,978,150,18,Flanged Globe Valve,4
VLV2,20,500,978,991,978,2006,1403,150,20,Flanged Globe Valve,4
VLV2,22,550,1067,1080,1067,228,1600,150,22,Flanged Globe Valve,4
VLV2,24,600,1295,1308,1295,2674,1870,150,24,Flanged Globe Valve,4
VLV2,26,650,1295,,1295,2927,2040,150,26,Flanged Globe Valve,4
VLV2,28,700,1448,,1448,3416,2380,150,28,Flanged Globe Valve,4
VLV2,30,750,1524,,1524,3778,2635,150,30,Flanged Globe Valve,4
VLV2,32,800,,,,5035,,150,32,Flanged Globe Valve,4
VLV2,34,850,,,,5035,,150,34,Flanged Globe Valve,4
VLV2,36,900,1956,,1956,5035,3485,150,36,Flanged Globe Valve,4
VLV2,0+1/2,15,152,163,152,6,5,300,0.5,Flanged Globe Valve,4
VLV2,0+3/4,20,178,191,178,8,6,300,0.75,Flanged Globe Valve,4
VLV2,1,25,203,216,203,11,9,300,1,Flanged Globe Valve,4
VLV2,1+1/4,32,216,229,216,24,20,300,1.5,Flanged Globe Valve,4
VLV2,1+1/2,40,229,242,229,27,22,300,1.25,Flanged Globe Valve,4
VLV2,2,50,267,283,267,33,27,300,2,Flanged Globe Valve,4
VLV2,2+1/2,65,292,308,292,51,41,300,2.5,Flanged Globe Valve,4
VLV2,3,80,318,334,318,61,50,300,3,Flanged Globe Valve,4
VLV2,4,100,356,372,356,89,73,300,4,Flanged Globe Valve,4
VLV2,5,125,400,416,400,133,111,300,5,Flanged Globe Valve,4
VLV2,6,150,444,460,444,155,128,300,6,Flanged Globe Valve,4
VLV2,8,200,559,575,559,484,338,300,8,Flanged Globe Valve,4
VLV2,10,250,622,638,622,648,448,300,10,Flanged Globe Valve,4
VLV2,12,300,711,727,711,752,517,300,12,Flanged Globe Valve,4
VLV2,0+1/2,15,165,163,165,6,7,600,0.5,Flanged Globe Valve,4
VLV2,0+3/4,20,190,190,190,11,9,600,0.75,Flanged Globe Valve,4
VLV2,1,25,216,216,216,16,13,600,1,Flanged Globe Valve,4
VLV2,1+1/4,32,229,229,229,27,22,600,1.5,Flanged Globe Valve,4
VLV2,1+1/2,40,241,241,241,29,23,600,1.25,Flanged Globe Valve,4
VLV2,2,50,292,295,292,59,49,600,2,Flanged Globe Valve,4
VLV2,2+1/2,65,330,333,330,76,62,600,2.5,Flanged Globe Valve,4
VLV2,3,80,356,359,356,92,76,600,3,Flanged Globe Valve,4
VLV2,4,100,432,435,432,155,127,600,4,Flanged Globe Valve,4
VLV2,5,125,508,511,508,278,210,600,5,Flanged Globe Valve,4
VLV2,6,150,559,562,559,513,355,600,6,Flanged Globe Valve,4
VLV2,8,200,660,663,660,667,461,600,8,Flanged Globe Valve,4
VLV2,10,250,787,790,787,871,595,600,10,Flanged Globe Valve,4
VLV2,12,300,838,841,838,1120,765,600,12,Flanged Globe Valve,4
VLV2,14,350,889,892,889,1631,1119,600,14,Flanged Globe Valve,4
VLV2,16,400,991,994,991,2074,1422,600,16,Flanged Globe Valve,4
VLV2,18,450,1092,1095,1092,2570,1760,600,18,Flanged Globe Valve,4
VLV2,20,500,1194,1200,1194,2992,2045,600,20,Flanged Globe Valve,4
VLV2,22,550,1295,1305,1295,4020,3000,600,22,Flanged Globe Valve,4
VLV2,24,600,1397,1407,1397,5621,3868,600,24,Flanged Globe Valve,4
VLV2,26,650,1448,1461,1448,6516,4471,600,26,Flanged Globe Valve,4
VLV2,28,700,1600,1613,1600,7411,5066,600,28,Flanged Globe Valve,4
VLV2,30,750,1651,1664,1651,8310,5695,600,30,Flanged Globe Valve,4
VLV2,32,800,,,,12598,,600,32,Flanged Globe Valve,4
VLV2,34,850,,,,12598,,600,34,Flanged Globe Valve,4
VLV2,36,900,2083,2099,2083,12598,8607,600,36,Flanged Globe Valve,4
VLV2,0+3/4,20,229,229,229,22,17,900,0.75,Flanged Globe Valve,4
VLV2,1,25,254,254,254,41,33,900,1,Flanged Globe Valve,4
VLV2,1+1/4,32,279,279,279,52,42,900,1.5,Flanged Globe Valve,4
VLV2,1+1/2,40,305,305,305,65,52,900,1.25,Flanged Globe Valve,4
VLV2,2,50,368,371,368,93,74,900,2,Flanged Globe Valve,4
VLV2,2+1/2,65,419,422,419,138,111,900,2.5,Flanged Globe Valve,4
VLV2,3,80,381,384,381,128,104,900,3,Flanged Globe Valve,4
VLV2,4,100,457,460,457,229,155,900,4,Flanged Globe Valve,4
VLV2,5,125,559,562,559,386,255,900,5,Flanged Globe Valve,4
VLV2,6,150,610,613,610,538,369,900,6,Flanged Globe Valve,4
VLV2,8,200,737,740,737,906,621,900,8,Flanged Globe Valve,4
VLV2,10,250,838,841,838,1519,1047,900,10,Flanged Globe Valve,4
VLV2,12,300,965,968,965,1937,1333,900,12,Flanged Globe Valve,4
VLV2,14,350,1029,1039,1029,2662,1845,900,14,Flanged Globe Valve,4
VLV2,16,400,1130,1140,1130,3757,2610,900,16,Flanged Globe Valve,4
VLV2,18,450,1219,1232,1219,4849,3341,900,18,Flanged Globe Valve,4
VLV2,20,500,1321,1334,1321,6311,4352,900,20,Flanged Globe Valve,4
VLV2,22,550,,,,9345,,900,22,Flanged Globe Valve,4
VLV2,24,600,1549,1568,1549,9345,6375,900,24,Flanged Globe Valve,4
VLV2,0+1/2,15,216,216,216,23,18,1500,0.5,Flanged Globe Valve,4
VLV2,0+3/4,20,229,229,229,32,26,1500,0.75,Flanged Globe Valve,4
VLV2,1,25,254,254,254,41,33,1500,1,Flanged Globe Valve,4
VLV2,1+1/4,32,279,279,279,52,42,1500,1.5,Flanged Globe Valve,4
VLV2,1+1/2,40,305,305,305,65,52,1500,1.25,Flanged Globe Valve,4
VLV2,2,50,368,371,368,93,74,1500,2,Flanged Globe Valve,4
VLV2,2+1/2,65,419,422,419,176,143,1500,2.5,Flanged Globe Valve,4
VLV2,3,80,470,473,470,311,213,1500,3,Flanged Globe Valve,4
VLV2,4,100,546,549,546,537,370,1500,4,Flanged Globe Valve,4
VLV2,5,125,673,676,673,603,430,1500,5,Flanged Globe Valve,4
VLV2,6,150,705,711,705,682,459,1500,6,Flanged Globe Valve,4
VLV2,8,200,832,842,832,1217,825,1500,8,Flanged Globe Valve,4
VLV2,10,250,991,1001,991,1905,1292,1500,10,Flanged Globe Valve,4
VLV2,12,300,1130,1146,1130,2491,1666,1500,12,Flanged Globe Valve,4
VLV2,14,350,1257,1276,1257,3402,2289,1500,14,Flanged Globe Valve,4
VLV2,16,400,1384,1406,1384,4911,3307,1500,16,Flanged Globe Valve,4
VLV2,18,450,1537,1559,1537,6338,4250,1500,18,Flanged Globe Valve,4
VLV2,20,500,1664,1686,1664,8155,5487,1500,20,Flanged Globe Valve,4
VLV2,22,550,,,,10362,,1500,22,Flanged Globe Valve,4
VLV2,24,600,1943,1971,1943,10362,6882,1500,24,Flanged Globe Valve,4
VLV2,0+1/2,15,264,264,264,32,26,2500,0.5,Flanged Globe Valve,4
VLV2,0+3/4,20,273,273,273,42,34,2500,0.75,Flanged Globe Valve,4
VLV2,1,25,308,308,308,63,51,2500,1,Flanged Globe Valve,4
VLV2,1+1/4,32,349,352,349,79,64,2500,1.5,Flanged Globe Valve,4
VLV2,1+1/2,40,384,387,384,95,77,2500,1.25,Flanged Globe Valve,4
VLV2,2,50,451,454,451,126,100,2500,2,Flanged Globe Valve,4
VLV2,2+1/2,65,508,514,508,229,185,2500,2.5,Flanged Globe Valve,4
VLV2,3,80,578,584,578,370,251,2500,3,Flanged Globe Valve,4
VLV2,4,100,673,683,673,699,476,2500,4,Flanged Globe Valve,4
VLV2,5,125,794,807,794,756,560,2500,5,Flanged Globe Valve,4
VLV2,6,150,914,927,914,990,655,2500,6,Flanged Globe Valve,4
VLV2,8,200,1022,1038,1022,1593,1054,2500,8,Flanged Globe Valve,4
VLV2,10,250,1270,1292,1270,2861,1889,2500,10,Flanged Globe Valve,4
VLV2,12,300,1422,1444,1422,4242,2814,2500,12,Flanged Globe Valve,4
VLV4,0+1/4,8,,,,,,150,0.25,Flanged Control Valve,5
VLV4,0+3/8,10,,,,,,150,0.375,Flanged Control Valve,5
VLV4,0+1/2,15,,,,5,3,150,0.5,Flanged Control Valve,5
VLV4,0+3/4,20,,,,8,6,150,0.75,Flanged Control Valve,5
VLV4,1,25,184,197,,10,7,150,1,Flanged Control Valve,5
VLV4,1+1/4,32,200,213,,14,10,150,1.5,Flanged Control Valve,5
VLV4,1+1/2,40,222,235,,18,15,150,1.25,Flanged Control Valve,5
VLV4,2,50,254,267,,24,18,150,2,Flanged Control Valve,5
VLV4,2+1/2,65,,,,43,34,150,2.5,Flanged Control Valve,5
VLV4,3,80,298,311,,43,34,150,3,Flanged Control Valve,5
VLV4,3+1/2,90,,,,,,150,3.5,Flanged Control Valve,5
VLV4,4,100,352,365,,61,48,150,4,Flanged Control Valve,5
VLV4,5,130,,,,,,150,5,Flanged Control Valve,5
VLV4,6,150,451,464,,109,88,150,6,Flanged Control Valve,5
VLV4,8,200,543,552,,170,136,150,8,Flanged Control Valve,5
VLV4,10,250,673,686,,277,228,150,10,Flanged Control Valve,5
VLV4,12,300,737,749,,386,313,150,12,Flanged Control Valve,5
VLV4,0+1/4,8,,,,,,300,0.25,Flanged Control Valve,5
VLV4,0+3/8,10,,,,,,300,0.375,Flanged Control Valve,5
VLV4,0+1/2,15,190,,,6,4,300,0.5,Flanged Control Valve,5
VLV4,0+3/4,20,194,206,,8,5,300,0.75,Flanged Control Valve,5
VLV4,1,25,194,210,,11,8,300,1,Flanged Control Valve,5
VLV4,1+1/4,32,,,,,,300,1.5,Flanged Control Valve,5
VLV4,1+1/2,40,235,248,,27,23,300,1.25,Flanged Control Valve,5
VLV4,2,50,267,283,,31,24,300,2,Flanged Control Valve,5
VLV4,2+1/2,65,,,,,,300,2.5,Flanged Control Valve,5
VLV4,3,80,318,333,,64,52,300,3,Flanged Control Valve,5
VLV4,3+1/2,90,,,,,,300,3.5,Flanged Control Valve,5
VLV4,4,100,368,384,,95,76,300,4,Flanged Control Valve,5
VLV4,5,130,,,,,,300,5,Flanged Control Valve,5
VLV4,6,150,473,489,,195,160,300,6,Flanged Control Valve,5
VLV4,8,200,568,584,,286,233,300,8,Flanged Control Valve,5
VLV4,10,250,708,724,,454,382,300,10,Flanged Control Valve,5
VLV4,12,300,806,813,,697,596,300,12,Flanged Control Valve,5
VLV4,0+1/4,8,,,,,,600,0.25,Flanged Control Valve,5
VLV4,0+3/8,10,,,,,,600,0.375,Flanged Control Valve,5
VLV4,0+1/2,15,203,202,,5,3,600,0.5,Flanged Control Valve,5
VLV4,0+3/4,20,206,206,,10,7,600,0.75,Flanged Control Valve,5
VLV4,1,25,210,210,,15,11,600,1,Flanged Control Valve,5
VLV4,1+1/4,32,251,251,,20,15,600,1.5,Flanged Control Valve,5
VLV4,1+1/2,40,251,251,,27,21,600,1.25,Flanged Control Valve,5
VLV4,2,50,286,289,,43,35,600,2,Flanged Control Valve,5
VLV4,2+1/2,65,311,316,,62,51,600,2.5,Flanged Control Valve,5
VLV4,3,80,337,340,,81,67,600,3,Flanged Control Valve,5
VLV4,3+1/2,90,,,,,,600,3.5,Flanged Control Valve,5
VLV4,4,100,394,397,,152,120,600,4,Flanged Control Valve,5
VLV4,5,130,,,,,,600,5,Flanged Control Valve,5
VLV4,6,150,508,511,,328,256,600,6,Flanged Control Valve,5
VLV4,8,200,610,613,,566,462,600,8,Flanged Control Valve,5
VLV4,10,250,851,845,,852,698,600,10,Flanged Control Valve,5
VLV4,0+1/4,8,,,,,,900,0.25,Flanged Control Valve,5
VLV4,0+3/8,10,,,,,,900,0.375,Flanged Control Valve,5
VLV4,0+1/2,15,,,,,,900,0.5,Flanged Control Valve,5
VLV4,0+3/4,20,,,,,,900,0.75,Flanged Control Valve,5
VLV4,1,25,,,,38,32,900,1,Flanged Control Valve,5
VLV4,1+1/4,32,,,,49,41,900,1.5,Flanged Control Valve,5
VLV4,1+1/2,40,,,,61,51,900,1.25,Flanged Control Valve,5
VLV4,2,50,,,,84,62,900,2,Flanged Control Valve,5
VLV4,2+1/2,65,,,,99,77,900,2.5,Flanged Control Valve,5
VLV4,3,80,441,479,,116,92,900,3,Flanged Control Valve,5
VLV4,3+1/2,90,,,,,,900,3.5,Flanged Control Valve,5
VLV4,4,100,511,514,,200,152,900,4,Flanged Control Valve,5
VLV4,5,130,,,,,,900,5,Flanged Control Valve,5
VLV4,6,150,714,718,,408,308,900,6,Flanged Control Valve,5
VLV4,0+1/4,8,,,,,,1500,0.25,Flanged Control Valve,5
VLV4,0+3/8,10,,,,,,1500,0.375,Flanged Control Valve,5
VLV4,0+1/2,15,,,,,,1500,0.5,Flanged Control Valve,5
VLV4,0+3/4,20,,,,,,1500,0.75,Flanged Control Valve,5
VLV4,1,25,,,,38,31,1500,1,Flanged Control Valve,5
VLV4,1+1/4,32,,,,49,,1500,1.5,Flanged Control Valve,5
VLV4,1+1/2,40,,,,61,53,1500,1.25,Flanged Control Valve,5
VLV4,2,50,,,,83,65,1500,2,Flanged Control Valve,5
VLV4,2+1/2,65,,,,125,,1500,2.5,Flanged Control Valve,5
VLV4,3,80,460,464,,167,125,1500,3,Flanged Control Valve,5
VLV4,3+1/2,90,,,,,,1500,3.5,Flanged Control Valve,5
VLV4,4,100,530,533,,299,233,1500,4,Flanged Control Valve,5
VLV4,5,130,,,,,,1500,5,Flanged Control Valve,5
VLV4,6,150,768,775,,639,489,1500,6,Flanged Control Valve,5
VLV4,0+1/2,15,,,,30,23,2500,0.5,Flanged Control Valve,5
VLV4,0+3/4,20,,,,40,33,2500,0.75,Flanged Control Valve,5
VLV4,1,25,,,,60,50,2500,1,Flanged Control Valve,5
VLV4,1+1/4,32,,,,75,60,2500,1.5,Flanged Control Valve,5
VLV4,1+1/2,40,,,,90,70,2500,1.25,Flanged Control Valve,5
VLV4,2,50,,,,120,85,2500,2,Flanged Control Valve,5
VLV4,2+1/2,65,,,,150,80,2500,2.5,Flanged Control Valve,5
VLV4,3,80,498,505,,140,85,2500,3,Flanged Control Valve,5
VLV4,3+1/2,90,,,,,,2500,3.5,Flanged Control Valve,5
VLV4,4,100,575,584,,225,111,2500,4,Flanged Control Valve,5
VLV4,5,130,,,,,,2500,5,Flanged Control Valve,5
VLV4,6,150,819,832,,770,474,2500,6,Flanged Control Valve,5
,,,,,,24,24,150,0.25,Instrument-ESDV/UZV,
,,,,,,24,24,150,0.375,Instrument-ESDV/UZV,
,,,,,,15,15,150,0.5,Instrument-ESDV/UZV,
,,,,,,24,24,150,0.75,Instrument-ESDV/UZV,
,,,,,,15,15,150,1,Instrument-ESDV/UZV,
,,,,,,28,28,150,1.25,Instrument-ESDV/UZV,
,,,,,,22,22,150,1.5,Instrument-ESDV/UZV,
,,,,,,30,30,150,2,Instrument-ESDV/UZV,
,,,,,,63,63,150,3,Instrument-ESDV/UZV,
,,,,,,87,87,150,4,Instrument-ESDV/UZV,
,,,,,,299,299,150,6,Instrument-ESDV/UZV,
,,,,,,455,455,150,8,Instrument-ESDV/UZV,
,,,,,,704,704,150,10,Instrument-ESDV/UZV,
,,,,,,1208,1208,150,12,Instrument-ESDV/UZV,
,,,,,,1574,1574,150,14,Instrument-ESDV/UZV,
,,,,,,2309,2309,150,16,Instrument-ESDV/UZV,
,,,,,,3039,3039,150,18,Instrument-ESDV/UZV,
,,,,,,3276,3276,150,20,Instrument-ESDV/UZV,
,,,,,,4247,4247,150,22,Instrument-ESDV/UZV,
,,,,,,5625,5625,150,24,Instrument-ESDV/UZV,
,,,,,,7067,7067,150,26,Instrument-ESDV/UZV,
,,,,,,8166,8166,150,28,Instrument-ESDV/UZV,
,,,,,,9501,9501,150,30,Instrument-ESDV/UZV,
,,,,,,12420,12420,150,32,Instrument-ESDV/UZV,
,,,,,,14964,14964,150,34,Instrument-ESDV/UZV,
,,,,,,18425,18425,150,36,Instrument-ESDV/UZV,
,,,,,,15,15,300,0.5,Instrument-ESDV/UZV,
,,,,,,15,15,300,0.75,Instrument-ESDV/UZV,
,,,,,,15,15,300,1,Instrument-ESDV/UZV,
,,,,,,40,40,300,1.25,Instrument-ESDV/UZV,
,,,,,,24,24,300,1.5,Instrument-ESDV/UZV,
,,,,,,47,47,300,2,Instrument-ESDV/UZV,
,,,,,,89,89,300,3,Instrument-ESDV/UZV,
,,,,,,149,149,300,4,Instrument-ESDV/UZV,
,,,,,,341,341,300,6,Instrument-ESDV/UZV,
,,,,,,528,528,300,8,Instrument-ESDV/UZV,
,,,,,,936,936,300,10,Instrument-ESDV/UZV,
,,,,,,1299,1299,300,12,Instrument-ESDV/UZV,
,,,,,,1932,1932,300,14,Instrument-ESDV/UZV,
,,,,,,2625,2625,300,16,Instrument-ESDV/UZV,
,,,,,,2949,2949,300,18,Instrument-ESDV/UZV,
,,,,,,4041,4041,300,20,Instrument-ESDV/UZV,
,,,,,,5019,5019,300,22,Instrument-ESDV/UZV,
,,,,,,6900,6900,300,24,Instrument-ESDV/UZV,
,,,,,,8574,8574,300,26,Instrument-ESDV/UZV,
,,,,,,11348,11348,300,28,Instrument-ESDV/UZV,
,,,,,,12110,12110,300,30,Instrument-ESDV/UZV,
,,,,,,14553,14553,300,32,Instrument-ESDV/UZV,
,,,,,,16554,16554,300,34,Instrument-ESDV/UZV,
,,,,,,20438,20438,300,36,Instrument-ESDV/UZV,
,,,,,,15,15,600,0.5,Instrument-ESDV/UZV,
,,,,,,15,15,600,0.75,Instrument-ESDV/UZV,
,,,,,,23,23,600,1,Instrument-ESDV/UZV,
,,,,,,41,41,600,1.25,Instrument-ESDV/UZV,
,,,,,,30,30,600,1.5,Instrument-ESDV/UZV,
,,,,,,65,65,600,2,Instrument-ESDV/UZV,
,,,,,,101,101,600,3,Instrument-ESDV/UZV,
,,,,,,215,215,600,4,Instrument-ESDV/UZV,
,,,,,,513,513,600,6,Instrument-ESDV/UZV,
,,,,,,902,902,600,8,Instrument-ESDV/UZV,
,,,,,,1352,1352,600,10,Instrument-ESDV/UZV,
,,,,,,1797,1797,600,12,Instrument-ESDV/UZV,
,,,,,,2445,2445,600,14,Instrument-ESDV/UZV,
,,,,,,3243,3243,600,16,Instrument-ESDV/UZV,
,,,,,,3903,3903,600,18,Instrument-ESDV/UZV,
,,,,,,5994,5994,600,20,Instrument-ESDV/UZV,
,,,,,,7506,7506,600,22,Instrument-ESDV/UZV,
,,,,,,9578,9578,600,24,Instrument-ESDV/UZV,
,,,,,,10476,10476,600,26,Instrument-ESDV/UZV,
,,,,,,12557,12557,600,28,Instrument-ESDV/UZV,
,,,,,,17948,17948,600,30,Instrument-ESDV/UZV,
,,,,,,18008,18008,600,32,Instrument-ESDV/UZV,
,,,,,,20895,20895,600,34,Instrument-ESDV/UZV,
,,,,,,25910,25910,600,36,Instrument-ESDV/UZV,
,,,,,,24,24,900,0.75,Instrument-ESDV/UZV,
,,,,,,59,59,900,1,Instrument-ESDV/UZV,
,,,,,,92,92,900,1.25,Instrument-ESDV/UZV,
,,,,,,74,74,900,1.5,Instrument-ESDV/UZV,
,,,,,,128,128,900,2,Instrument-ESDV/UZV,
,,,,,,161,161,900,3,Instrument-ESDV/UZV,
,,,,,,305,305,900,4,Instrument-ESDV/UZV,
,,,,,,548,548,900,6,Instrument-ESDV/UZV,
,,,,,,1071,1071,900,8,Instrument-ESDV/UZV,
,,,,,,1911,1911,900,10,Instrument-ESDV/UZV,
,,,,,,2495,2495,900,12,Instrument-ESDV/UZV,
,,,,,,3507,3507,900,14,Instrument-ESDV/UZV,
,,,,,,4430,4430,900,16,Instrument-ESDV/UZV,
,,,,,,5384,5384,900,18,Instrument-ESDV/UZV,
,,,,,,8207,8207,900,20,Instrument-ESDV/UZV,
,,,,,,11484,11484,900,22,Instrument-ESDV/UZV,
,,,,,,15368,15368,900,24,Instrument-ESDV/UZV,
,,,,,,72,72,1500,0.5,Instrument-ESDV/UZV,
,,,,,,72,72,1500,0.75,Instrument-ESDV/UZV,
,,,,,,59,59,1500,1,Instrument-ESDV/UZV,
,,,,,,92,92,1500,1.25,Instrument-ESDV/UZV,
,,,,,,74,74,1500,1.5,Instrument-ESDV/UZV,
,,,,,,127,127,1500,2,Instrument-ESDV/UZV,
,,,,,,253,253,1500,3,Instrument-ESDV/UZV,
,,,,,,380,380,1500,4,Instrument-ESDV/UZV,
,,,,,,924,924,1500,6,Instrument-ESDV/UZV,
,,,,,,1568,1568,1500,8,Instrument-ESDV/UZV,
,,,,,,2834,2834,1500,10,Instrument-ESDV/UZV,
,,,,,,4298,4298,1500,12,Instrument-ESDV/UZV,
,,,,,,5385,5385,1500,14,Instrument-ESDV/UZV,
,,,,,,7781,7781,1500,16,Instrument-ESDV/UZV,
,,,,,,45,45,2500,0.5,Instrument-ESDV/UZV,
,,,,,,60,60,2500,0.75,Instrument-ESDV/UZV,
,,,,,,90,90,2500,1,Instrument-ESDV/UZV,
,,,,,,136,136,2500,1.25,Instrument-ESDV/UZV,
,,,,,,113,113,2500,1.5,Instrument-ESDV/UZV,
,,,,,,179,179,2500,2,Instrument-ESDV/UZV,
,,,,,,405,405,2500,3,Instrument-ESDV/UZV,
,,,,,,771,771,2500,4,Instrument-ESDV/UZV,
,,,,,,1977,1977,2500,6,Instrument-ESDV/UZV,
,,,,,,3168,3168,2500,8,Instrument-ESDV/UZV,
,,,,,,4139,4139,2500,10,Instrument-ESDV/UZV,
,,,,,,6183,6183,2500,12,Instrument-ESDV/UZV,
,,,,,,20,20,150,0.25,Instrument-XCV,
