Type,NSfraction,DN,RF-F/F,RTJ F/F,BW-F/F,RF/RTJ KG,BW KG,Rating,NS,TypeDesc,TypeNum
SB,2,50,6,0,0,1,0,150,2,SPECTACLE BLIND,
SB,3,80,6,0,0,1,0,150,3,SPECTACLE BLIND,
SB,4,100,10,0,0,3,0,150,4,SPECTACLE BLIND,
SB,6,150,13,0,0,5,0,150,6,SPECTACLE BLIND,
SB,8,200,13,0,0,8,0,150,8,SPECTACLE BLIND,
SB,10,250,16,0,0,15,0,150,10,SPECTACLE BLIND,
SB,12,300,19,0,0,26,0,150,12,SPECTACLE BLIND,
SB,14,350,19,0,0,32,0,150,14,SPECTACLE BLIND,
SB,16,400,22,0,0,48,0,150,16,SPECTACLE BLIND,
SB,18,450,25,0,0,59,0,150,18,SPECTACLE BLIND,
SB,20,500,28,0,0,80,0,150,20,SPECTACLE BLIND,
SB,24,600,32,0,0,125,0,150,24,SPECTACLE BLIND,
SB,2,50,10,0,0,1,0,300,2,SPECTACLE BLIND,
SB,3,80,10,0,0,2,0,300,3,SPECTACLE BLIND,
SB,4,100,13,0,0,4,0,300,4,SPECTACLE BLIND,
SB,6,150,16,0,0,9,0,300,6,SPECTACLE BLIND,
SB,8,200,22,0,0,18,0,300,8,SPECTACLE BLIND,
SB,10,250,25,0,0,28,0,300,10,SPECTACLE BLIND,
SB,12,300,28,0,0,42,0,300,12,SPECTACLE BLIND,
SB,14,350,32,0,0,66,0,300,14,SPECTACLE BLIND,
SB,16,400,38,0,0,95,0,300,16,SPECTACLE BLIND,
SB,18,450,41,0,0,123,0,300,18,SPECTACLE BLIND,
SB,20,500,44,0,0,157,0,300,20,SPECTACLE BLIND,
SB,24,600,51,0,0,253,0,300,24,SPECTACLE BLIND,
SB,2,50,10,0,0,1,0,600,2,SPECTACLE BLIND,
SB,3,80,13,0,0,3,0,600,3,SPECTACLE BLIND,
SB,4,100,16,0,0,6,0,600,4,SPECTACLE BLIND,
SB,6,150,22,0,0,15,0,600,6,SPECTACLE BLIND,
SB,8,200,28,0,0,27,0,600,8,SPECTACLE BLIND,
SB,10,250,35,0,0,52,0,600,10,SPECTACLE BLIND,
SB,12,300,41,0,0,78,0,600,12,SPECTACLE BLIND,
SB,14,350,44,0,0,96,0,600,14,SPECTACLE BLIND,
SB,16,400,51,0,0,146,0,600,16,SPECTACLE BLIND,
SB,18,450,54,0,0,178,0,600,18,SPECTACLE BLIND,
SB,20,500,64,0,0,262,0,600,20,SPECTACLE BLIND,
SB,24,600,73,0,0,390,0,600,24,SPECTACLE BLIND,
SB,2,50,32,0,0,5,0,900,2,SPECTACLE BLIND,
SB,3,80,35,0,0,9,0,900,3,SPECTACLE BLIND,
SB,4,100,41,0,0,13,0,900,4,SPECTACLE BLIND,
SB,6,150,48,0,0,26,0,900,6,SPECTACLE BLIND,
SB,8,200,57,0,0,49,0,900,8,SPECTACLE BLIND,
SB,10,250,64,0,0,73,0,900,10,SPECTACLE BLIND,
SB,12,300,73,0,0,109,0,900,12,SPECTACLE BLIND,
SB,14,350,83,0,0,155,0,900,14,SPECTACLE BLIND,
SB,16,400,92,0,0,214,0,900,16,SPECTACLE BLIND,
SB,18,450,102,0,0,307,0,900,18,SPECTACLE BLIND,
SB,20,500,111,0,0,391,0,900,20,SPECTACLE BLIND,
SB,24,600,133,0,0,660,0,900,24,SPECTACLE BLIND,
SB,2,50,35,0,0,6,0,1500,2,SPECTACLE BLIND,
SB,3,80,44,0,0,13,0,1500,3,SPECTACLE BLIND,
SB,4,100,48,0,0,18,0,1500,4,SPECTACLE BLIND,
SB,6,150,60,0,0,34,0,1500,6,SPECTACLE BLIND,
SB,8,200,73,0,0,68,0,1500,8,SPECTACLE BLIND,
SB,10,250,83,0,0,101,0,1500,10,SPECTACLE BLIND,
SB,12,300,102,0,0,172,0,1500,12,SPECTACLE BLIND,
SB,14,350,111,0,0,236,0,1500,14,SPECTACLE BLIND,
SB,16,400,124,0,0,324,0,1500,16,SPECTACLE BLIND,
SB,18,450,133,0,0,437,0,1500,18,SPECTACLE BLIND,
VLV5,32,800,,,,3784,3060,300,32,Flanged Swing check Valve,
VLV5,34,850,,,,4088,3315,300,34,Flanged Swing check Valve,
VLV5,36,900,2083,2111,2083,4569,3655,300,36,Flanged Swing check Valve,
VLV5,0+1/2,15,165,165,,6,5,600,0.5,Flanged Swing check Valve,
VLV5,0+3/4,20,190,190,,11,9,600,0.75,Flanged Swing check Valve,
VLV5,1,25,216,216,133,16,13,600,1,Flanged Swing check Valve,
VLV5,1+1/4,32,229,229,146,27,22,600,1.5,Flanged Swing check Valve,
VLV5,1+1/2,40,241,241,152,40,33,600,1.25,Flanged Swing check Valve,
VLV5,2,50,292,295,178,54,45,600,2,Flanged Swing check Valve,
VLV5,2+1/2,65,330,333,216,66,54,600,2.5,Flanged Swing check Valve,
VLV5,3,80,356,359,254,78,64,600,3,Flanged Swing check Valve,
VLV5,4,100,432,435,305,128,104,600,4,Flanged Swing check Valve,
VLV5,5,125,508,511,381,178,148,600,5,Flanged Swing check Valve,
VLV5,6,150,559,562,457,240,193,600,6,Flanged Swing check Valve,
VLV5,8,200,660,663,584,363,294,600,8,Flanged Swing check Valve,
VLV5,10,250,787,790,711,659,534,600,10,Flanged Swing check Valve,
VLV5,12,300,838,841,813,836,677,600,12,Flanged Swing check Valve,
VLV5,14,350,889,892,,944,759,600,14,Flanged Swing check Valve,
VLV5,16,400,991,994,,1268,1020,600,16,Flanged Swing check Valve,
VLV5,18,450,1092,1095,,1686,1360,600,18,Flanged Swing check Valve,
VLV5,20,500,1194,1200,,2526,2057,600,20,Flanged Swing check Valve,
VLV5,22,550,1295,1305,,3000,2300,600,22,Flanged Swing check Valve,
VLV5,24,600,1397,1407,,3311,2678,600,24,Flanged Swing check Valve,
VLV5,26,650,1448,1448,,3704,2975,600,26,Flanged Swing check Valve,
VLV5,0+1/4,8,102,102,102,5,5,150,0.25,Flanged Swing check Valve,
VLV5,0+3/8,10,102,102,102,5,5,150,0.375,Flanged Swing check Valve,
VLV5,0+1/2,15,108,108,108,5,5,150,0.5,Flanged Swing check Valve,
VLV5,0+3/4,20,117,117,117,7,6,150,0.75,Flanged Swing check Valve,
VLV5,1,25,127,140,127,10,9,150,1,Flanged Swing check Valve,
VLV5,1+1/4,32,140,153,140,16,13,150,1.5,Flanged Swing check Valve,
VLV5,1+1/2,40,165,178,165,19,16,150,1.25,Flanged Swing check Valve,
VLV5,2,50,203,216,203,20,17,150,2,Flanged Swing check Valve,
VLV5,2+1/2,65,216,229,216,27,22,150,2.5,Flanged Swing check Valve,
VLV5,3,80,241,254,241,30,25,150,3,Flanged Swing check Valve,
VLV5,4,100,292,305,292,50,41,150,4,Flanged Swing check Valve,
VLV5,5,125,330,343,330,72,59,150,5,Flanged Swing check Valve,
VLV5,6,150,356,369,356,80,66,150,6,Flanged Swing check Valve,
VLV5,8,200,495,508,495,136,113,150,8,Flanged Swing check Valve,
VLV5,10,250,622,635,622,273,226,150,10,Flanged Swing check Valve,
VLV5,12,300,698,711,698,355,295,150,12,Flanged Swing check Valve,
VLV5,14,350,787,800,787,462,384,150,14,Flanged Swing check Valve,
VLV5,16,400,864,877,864,571,473,150,16,Flanged Swing check Valve,
VLV6,2,50,60,,,3,,150,2,Flanged wafer Valve,
VLV6,3,80,73,,,7,,150,3,Flanged wafer Valve,
VLV6,4,100,73,,,8,,150,4,Flanged wafer Valve,
VLV6,6,150,98,,,18,,150,6,Flanged wafer Valve,
VLV6,8,200,127,,,32,,150,8,Flanged wafer Valve,
VLV6,10,250,146,,,53,,150,10,Flanged wafer Valve,
VLV6,12,300,181,,,98,,150,12,Flanged wafer Valve,
VLV6,14,350,184,,,100,,150,14,Flanged wafer Valve,
VLV6,16,400,190,,,134,,150,16,Flanged wafer Valve,
VLV6,18,450,203,,,144,,150,18,Flanged wafer Valve,
VLV6,20,500,219,,,198,,150,20,Flanged wafer Valve,
VLV6,24,600,222,,,307,,150,24,Flanged wafer Valve,
VLV6,30,750,305,,,472,,150,30,Flanged wafer Valve,
VLV6,36,900,368,,,683,,150,36,Flanged wafer Valve,
VLV6,10,250,254,,,225,,2500,10,Flanged wafer Valve,
VLV6,12,300,305,,,408,,2500,12,Flanged wafer Valve,
Vlv7,2,50,44,,,3,,150,2,Wafer type Valve,
Vlv7,3,80,48,,,5,,150,3,Wafer type Valve,
Vlv7,4,100,54,,,9,,150,4,Wafer type Valve,
Vlv7,5,125,,,,13,,150,5,Wafer type Valve,
Vlv7,6,150,57,,,13,,150,6,Wafer type Valve,
Vlv7,8,200,64,,,21,,150,8,Wafer type Valve,
Vlv7,10,250,71,,,34,,150,10,Wafer type Valve,
Vlv7,12,300,81,,,49,,150,12,Wafer type Valve,
Vlv7,14,350,92,,,68,,150,14,Wafer type Valve,
Vlv7,16,400,102,,,91,,150,16,Wafer type Valve,
Vlv7,18,450,114,,,122,,150,18,Wafer type Valve,
Vlv7,20,500,127,,,198,,150,20,Wafer type Valve,
Vlv7,24,600,154,,,295,,150,24,Wafer type Valve,
Vlv7,3,80,48,,,7,,300,3,Wafer type Valve,
Vlv7,4,100,54,,,11,,300,4,Wafer type Valve,
Vlv7,6,150,59,,,16,,300,6,Wafer type Valve,
Vlv7,8,200,73,,,27,,300,8,Wafer type Valve,
Vlv7,10,250,83,,,49,,300,10,Wafer type Valve,
Vlv7,12,300,92,,,72,,300,12,Wafer type Valve,
Vlv7,14,350,117,,,105,,300,14,Wafer type Valve,
Vlv7,16,400,133,,,195,,300,16,Wafer type Valve,
Vlv7,18,450,149,,,247,,300,18,Wafer type Valve,
Vlv7,20,500,159,,,293,,300,20,Wafer type Valve,
Vlv7,24,600,181,,,457,,300,24,Wafer type Valve,
Vlv7,3,80,54,,,12,,600,3,Wafer type Valve,
Vlv7,4,100,64,,,18,,600,4,Wafer type Valve,
Vlv7,6,150,78,,,31,,600,6,Wafer type Valve,
Vlv7,8,200,102,,,58,,600,8,Wafer type Valve,
Vlv7,10,250,117,,,113,,600,10,Wafer type Valve,
Vlv7,12,300,140,,,153,,600,12,Wafer type Valve,
Vlv7,14,350,155,,,230,,600,14,Wafer type Valve,
Vlv7,16,400,178,,,306,,600,16,Wafer type Valve,
Vlv7,18,450,200,,,382,,600,18,Wafer type Valve,
Vlv7,20,500,216,,,459,,600,20,Wafer type Valve,
Vlv7,24,600,232,,,535,,600,24,Wafer type Valve,
Vlv8,2,50,44,,,6,,150,2,Lug type Valve,
Vlv8,3,80,48,,,7,,150,3,Lug type Valve,
Vlv8,4,100,54,,,13,,150,4,Lug type Valve,
Vlv8,5,125,,,,19,,150,5,Lug type Valve,
Vlv8,6,150,57,,,19,,150,6,Lug type Valve,
Vlv8,8,200,64,,,35,,150,8,Lug type Valve,
Vlv8,10,250,71,,,55,,150,10,Lug type Valve,
Vlv8,12,300,81,,,82,,150,12,Lug type Valve,
Vlv8,14,350,92,,,129,,150,14,Lug type Valve,
Vlv8,16,400,102,,,185,,150,16,Lug type Valve,
Vlv8,18,450,114,,,241,,150,18,Lug type Valve,
Vlv8,20,500,127,,,310,,150,20,Lug type Valve,
Vlv8,24,600,154,,,473,,150,24,Lug type Valve,
VLVX,3,,114,114,,30,,150,3,Triple Offset Flanged Butterfly valve,
VLVX,4,,127,127,,37,,150,4,Triple Offset Flanged Butterfly valve,
VLVX,6,,140,140,,50,,150,6,Triple Offset Flanged Butterfly valve,
VLVX,8,,152,152,,89,,150,8,Triple Offset Flanged Butterfly valve,
VLVX,10,,165,165,,120,,150,10,Triple Offset Flanged Butterfly valve,
VLVX,12,,178,178,,176,,150,12,Triple Offset Flanged Butterfly valve,
VLVX,14,,190,190,,226,,150,14,Triple Offset Flanged Butterfly valve,
VLVX,16,,216,216,,289,,150,16,Triple Offset Flanged Butterfly valve,
VLVX,18,,222,222,,331,,150,18,Triple Offset Flanged Butterfly valve,
VLVX,20,,229,229,,432,,150,20,Triple Offset Flanged Butterfly valve,
VLVX,24,,267,267,,609,,150,24,Triple Offset Flanged Butterfly valve,
VLVX,28,,292,292,,1162,,150,28,Triple Offset Flanged Butterfly valve,
VLVX,30,,318,318,,1432,,150,30,Triple Offset Flanged Butterfly valve,
VLVX,32,,318,318,,1680,,150,32,Triple Offset Flanged Butterfly valve,
VLVX,36,,330,330,,2227,,150,36,Triple Offset Flanged Butterfly valve,
VLVX,40,,410,410,,2889,,150,40,Triple Offset Flanged Butterfly valve,
VLVX,42,,410,410,,3038,,150,42,Triple Offset Flanged Butterfly valve,
VLVX,48,,470,470,,4599,,150,48,Triple Offset Flanged Butterfly valve,
VLVX,54,,530,530,,5934,,150,54,Triple Offset Flanged Butterfly valve,
VLVX,60,,600,600,,8170,,150,60,Triple Offset Flanged Butterfly valve,
VLVX,3,,114,114,,32,,300,3,Triple Offset Flanged Butterfly valve,
VLVX,4,,127,127,,43,,300,4,Triple Offset Flanged Butterfly valve,
VLVX,6,,140,140,,77,,300,6,Triple Offset Flanged Butterfly valve,
VLVX,8,,152,152,,127,,300,8,Triple Offset Flanged Butterfly valve,
VLVX,10,,165,165,,152,,300,10,Triple Offset Flanged Butterfly valve,
VLVX,12,,178,178,,268,,300,12,Triple Offset Flanged Butterfly valve,
VLVX,14,,190,190,,405,,300,14,Triple Offset Flanged Butterfly valve,
VLVX,16,,216,216,,499,,300,16,Triple Offset Flanged Butterfly valve,
VLVX,18,,222,222,,712,,300,18,Triple Offset Flanged Butterfly valve,
VLVX,20,,229,229,,765,,300,20,Triple Offset Flanged Butterfly valve,
VLVX,24,,267,267,,1161,,300,24,Triple Offset Flanged Butterfly valve,
VLVX,3,,180,180,,42,,600,3,Triple Offset Flanged Butterfly valve,
VLVX,4,,190,190,,83,,600,4,Triple Offset Flanged Butterfly valve,
VLVX,6,,210,210,,147,,600,6,Triple Offset Flanged Butterfly valve,
VLVX,8,,230,230,,291,,600,8,Triple Offset Flanged Butterfly valve,
VLVX,10,,250,250,,444,,600,10,Triple Offset Flanged Butterfly valve,
VLVX,12,,270,270,,578,,600,12,Triple Offset Flanged Butterfly valve,
VLVX,14,,290,290,,670,,600,14,Triple Offset Flanged Butterfly valve,
VLVX,16,,310,310,,1058,,600,16,Triple Offset Flanged Butterfly valve,
VLVX,18,,330,330,,1172,,600,18,Triple Offset Flanged Butterfly valve,
VLVX,20,,350,350,,1624,,600,20,Triple Offset Flanged Butterfly valve,
VLVX,24,,390,390,,2219,,600,24,Triple Offset Flanged Butterfly valve,
VLVX,6,,225,225,,197,,900,6,Triple Offset Flanged Butterfly valve,
VLVX,8,,275,275,,437,,900,8,Triple Offset Flanged Butterfly valve,
Flg,1,25,56,0,0,1,0,150,1,Weldneck Flange,1
Flg,1+1/4,32,58,0,0,2,0,150,1.5,Weldneck Flange,1
Flg,1+1/2,40,62,0,0,3,0,150,1.25,Weldneck Flange,1
Flg,2,50,64,0,0,4,0,150,2,Weldneck Flange,1
Flg,2+1/2,65,70,0,0,5,0,150,2.5,Weldneck Flange,1
Flg,3,80,70,0,0,6,0,150,3,Weldneck Flange,1
Flg,3+1/2,90,72,0,0,7,0,150,3.5,Weldneck Flange,1
Flg,4,100,77,0,0,8,0,150,4,Weldneck Flange,1
Flg,5,125,89,0,0,11,0,150,5,Weldneck Flange,1
Flg,6,150,89,0,0,13,0,150,6,Weldneck Flange,1
Flg,8,200,102,0,0,20,0,150,8,Weldneck Flange,1
Flg,10,250,102,0,0,28,0,150,10,Weldneck Flange,1
Flg,12,300,115,0,0,41,0,150,12,Weldneck Flange,1
Flg,14,350,127,0,0,56,0,150,14,Weldneck Flange,1
Flg,16,400,127,0,0,72,0,150,16,Weldneck Flange,1
Flg,18,450,140,0,0,78,0,150,18,Weldneck Flange,1
Flg,20,500,145,0,0,95,0,150,20,Weldneck Flange,1
Flg,24,600,153,0,0,135,0,150,24,Weldneck Flange,1
Flg,0+1/2,15,53,0,0,1,0,300,0.5,Weldneck Flange,1
Flg,0+3/4,20,58,0,0,2,0,300,0.75,Weldneck Flange,1
Flg,1,25,62,0,0,3,0,300,1,Weldneck Flange,1
Flg,1+1/4,32,66,0,0,3,0,300,1.5,Weldneck Flange,1
Flg,1+1/2,40,69,0,0,4,0,300,1.25,Weldneck Flange,1
Flg,2,50,70,0,0,5,0,300,2,Weldneck Flange,1
Flg,2+1/2,65,77,0,0,8,0,300,2.5,Weldneck Flange,1
Flg,3,80,80,0,0,9,0,300,3,Weldneck Flange,1
Flg,3+1/2,90,81,0,0,10,0,300,3.5,Weldneck Flange,1
Flg,4,100,86,0,0,13,0,300,4,Weldneck Flange,1
Flg,5,125,99,0,0,17,0,300,5,Weldneck Flange,1
Flg,6,150,99,0,0,22,0,300,6,Weldneck Flange,1
Flg,8,200,112,0,0,35,0,300,8,Weldneck Flange,1
Flg,10,250,118,0,0,50,0,300,10,Weldneck Flange,1
Flg,12,300,131,0,0,75,0,300,12,Weldneck Flange,1
Flg,14,350,143,0,0,96,0,300,14,Weldneck Flange,1
Flg,16,400,146,0,0,131,0,300,16,Weldneck Flange,1
Flg,18,450,159,0,0,167,0,300,18,Weldneck Flange,1
Flg,20,500,162,0,0,205,0,300,20,Weldneck Flange,1
Flg,24,600,169,0,0,302,0,300,24,Weldneck Flange,1
Flg,0+1/2,15,67,0,0,3,0,900,0.5,Weldneck Flange,1
Flg,0+3/4,20,77,0,0,4,0,900,0.75,Weldneck Flange,1
Flg,1,25,80,0,0,6,0,900,1,Weldneck Flange,1
Flg,1+1/4,32,80,0,0,7,0,900,1.5,Weldneck Flange,1
Flg,1+1/2,40,90,0,0,8,0,900,1.25,Weldneck Flange,1
Flg,2,50,109,0,0,15,0,900,2,Weldneck Flange,1
Flg,2+1/2,65,112,0,0,20,0,900,2.5,Weldneck Flange,1
Flg,3,80,109,0,0,17,0,900,3,Weldneck Flange,1
Flg,4,100,121,0,0,29,0,900,4,Weldneck Flange,1
Flg,5,125,134,0,0,47,0,900,5,Weldneck Flange,1
Flg,6,150,147,0,0,59,0,900,6,Weldneck Flange,1
Flg,8,200,169,0,0,95,0,900,8,Weldneck Flange,1
Flg,10,250,191,0,0,139,0,900,10,Weldneck Flange,1
Flg,12,300,207,0,0,176,0,900,12,Weldneck Flange,1
Flg,14,350,220,0,0,211,0,900,14,Weldneck Flange,1
Flg,16,400,223,0,0,262,0,900,16,Weldneck Flange,1
Flg,18,450,236,0,0,367,0,900,18,Weldneck Flange,1
Flg,20,500,255,0,0,457,0,900,20,Weldneck Flange,1
Flg,24,600,299,0,0,853,0,900,24,Weldneck Flange,1
Flg,0+1/2,15,67,0,0,3,0,1500,0.5,Weldneck Flange,1
Flg,0+3/4,20,77,0,0,4,0,1500,0.75,Weldneck Flange,1
Flg,0+1/2,15,59,0,0,3,0,600,0.5,Weldneck Flange,1
Flg,0+3/4,20,64,0,0,3,0,600,0.75,Weldneck Flange,1
Flg,1,25,69,0,0,3,0,600,1,Weldneck Flange,1
Flg,1+1/4,32,74,0,0,4,0,600,1.5,Weldneck Flange,1
Flg,1+1/2,40,77,0,0,5,0,600,1.25,Weldneck Flange,1
Flg,2,50,80,0,0,7,0,600,2,Weldneck Flange,1
Flg,2+1/2,65,86,0,0,10,0,600,2.5,Weldneck Flange,1
Flg,3,80,90,0,0,12,0,600,3,Weldneck Flange,1
Flg,3+1/2,90,93,0,0,15,0,600,3.5,Weldneck Flange,1
Flg,4,100,109,0,0,22,0,600,4,Weldneck Flange,1
Flg,5,125,121,0,0,35,0,600,5,Weldneck Flange,1
Flg,6,150,124,0,0,43,0,600,6,Weldneck Flange,1
Flg,8,200,140,0,0,64,0,600,8,Weldneck Flange,1
Flg,10,250,159,0,0,102,0,600,10,Weldneck Flange,1
Flg,12,300,163,0,0,122,0,600,12,Weldneck Flange,1
Flg,14,350,172,0,0,153,0,600,14,Weldneck Flange,1
VLV3-1,2,50,451,454,451,119,,2500,2,Flanged Ball Valve -Full Bore,2
VLV3-1,2,50,178,191,216,35,,150,2,Flanged Ball Valve -Full Bore,2
VLV3-1,2,50,216,232,216,36,,300,2,Flanged Ball Valve -Full Bore,2
VLV3-1,2+1/2,65,419,422,419,,,1500,2.5,Flanged Ball Valve -Full Bore,2
VLV3-1,2+1/2,65,508,514,508,,,2500,2.5,Flanged Ball Valve -Full Bore,2
VLV3-1,2+1/2,65,190,203,241,,,150,2.5,Flanged Ball Valve -Full Bore,2
VLV3-1,2+1/2,65,241,257,241,,,300,2.5,Flanged Ball Valve -Full Bore,2
VLV3-1,2+1/2,65,330,333,330,,,600,2.5,Flanged Ball Valve -Full Bore,2
VLV3-1,2+1/2,65,419,422,419,,,900,2.5,Flanged Ball Valve -Full Bore,2
VLV3-1,3,80,381,384,381,107,,900,3,Flanged Ball Valve -Full Bore,2
VLV3-1,3,80,356,359,356,67,,600,3,Flanged Ball Valve -Full Bore,2
VLV3-1,3,80,470,473,470,129,,1500,3,Flanged Ball Valve -Full Bore,2
VLV3-1,3,80,203,216,282,42,,150,3,Flanged Ball Valve -Full Bore,2
VLV3-1,3,80,578,584,578,270,,2500,3,Flanged Ball Valve -Full Bore,2
VLV3-1,3,80,282,298,282,59,,300,3,Flanged Ball Valve -Full Bore,2
VLV3-1,4,100,432,435,432,143,,600,4,Flanged Ball Valve -Full Bore,2
VLV3-1,4,100,457,460,457,203,,900,4,Flanged Ball Valve -Full Bore,2
VLV3-1,4,100,305,321,305,99,,300,4,Flanged Ball Valve -Full Bore,2
VLV3-1,4,100,229,242,305,82,,150,4,Flanged Ball Valve -Full Bore,2
VLV3-1,4,100,673,683,673,514,,2500,4,Flanged Ball Valve -Full Bore,2
VLV3-1,4,100,546,549,546,253,,1500,4,Flanged Ball Valve -Full Bore,2
VLV3-1,5,125,,,,,,600,5,Flanged Ball Valve -Full Bore,2
VLV3-1,5,125,,,,,,150,5,Flanged Ball Valve -Full Bore,2
VLV3-1,5,125,,,,,,900,5,Flanged Ball Valve -Full Bore,2
VLV3-1,5,125,,,,,,2500,5,Flanged Ball Valve -Full Bore,2
VLV3-1,5,125,,,,,,300,5,Flanged Ball Valve -Full Bore,2
VLV3-1,5,125,,,,,,1500,5,Flanged Ball Valve -Full Bore,2
VLV3-1,6,150,705,711,705,616,,1500,6,Flanged Ball Valve -Full Bore,2
VLV3-1,6,150,914,927,914,1318,,2500,6,Flanged Ball Valve -Full Bore,2
VLV3-1,6,150,610,613,610,365,,900,6,Flanged Ball Valve -Full Bore,2
VLV3-1,6,150,394,407,457,199,,150,6,Flanged Ball Valve -Full Bore,2
VLV3-1,6,150,403,419,457,227,,300,6,Flanged Ball Valve -Full Bore,2
VLV3-1,6,150,559,562,559,342,,600,6,Flanged Ball Valve -Full Bore,2
VLV3-1,8,200,1022,1038,1022,2112,,2500,8,Flanged Ball Valve -Full Bore,2
VLV3-1,8,200,457,470,521,303,,150,8,Flanged Ball Valve -Full Bore,2
VLV3-1,8,200,832,842,832,1045,,1500,8,Flanged Ball Valve -Full Bore,2
VLV3-1,8,200,502,518,521,352,,300,8,Flanged Ball Valve -Full Bore,2
VLV3-1,8,200,737,740,737,714,,900,8,Flanged Ball Valve -Full Bore,2
VLV3-1,8,200,660,663,660,601,,600,8,Flanged Ball Valve -Full Bore,2
SB,20,500,143,0,0,561,0,1500,20,SPECTACLE BLIND,
SB,24,600,168,0,0,904,0,1500,24,SPECTACLE BLIND,
SB,2,50,41,0,0,8,0,2500,2,SPECTACLE BLIND,
SB,3,80,51,0,0,15,0,2500,3,SPECTACLE BLIND,
SB,4,100,64,0,0,27,0,2500,4,SPECTACLE BLIND,
SB,6,150,83,0,0,64,0,2500,6,SPECTACLE BLIND,
SB,8,200,99,0,0,110,0,2500,8,SPECTACLE BLIND,
SB,10,250,117,0,0,203,0,2500,10,SPECTACLE BLIND,
SB,12,300,133,0,0,310,0,2500,12,SPECTACLE BLIND,
VBF,2,50,20,0,0,3,0,150,2,Blind Flange,
VBF,3,80,24,0,0,5,0,150,3,Blind Flange,
VBF,4,100,24,0,0,9,0,150,4,Blind Flange,
VBF,6,150,26,0,0,14,0,150,6,Blind Flange,
VBF,8,200,29,0,0,22,0,150,8,Blind Flange,
VBF,10,250,30,0,0,35,0,150,10,Blind Flange,
VBF,12,300,32,0,0,53,0,150,12,Blind Flange,
VBF,14,350,35,0,0,68,0,150,14,Blind Flange,
VBF,16,400,37,0,0,89,0,150,16,Blind Flange,
VBF,18,450,40,0,0,108,0,150,18,Blind Flange,
VBF,20,500,43,0,0,140,0,150,20,Blind Flange,
VBF,24,600,48,0,0,208,0,150,24,Blind Flange,
VBF,26,650,43,0,0,258,0,150,26,Blind Flange,
VBF,28,700,46,0,0,304,0,150,28,Blind Flange,
VBF,30,750,46,0,0,349,0,150,30,Blind Flange,
VBF,32,800,48,0,0,435,0,150,32,Blind Flange,
VBF,34,850,51,0,0,496,0,150,34,Blind Flange,
VBF,36,900,54,0,0,558,0,150,36,Blind Flange,
VBF,38,950,,0,0,57,0,150,38,Blind Flange,
VBF,42,1050,60,0,0,790,0,150,42,Blind Flange,
VBF,2,50,22,0,0,5,0,300,2,Blind Flange,
VBF,3,80,29,0,0,9,0,300,3,Blind Flange,
VBF,4,100,32,0,0,14,0,300,4,Blind Flange,
VBF,6,150,37,0,0,25,0,300,6,Blind Flange,
VBF,8,200,42,0,0,40,0,300,8,Blind Flange,
VBF,10,250,48,0,0,64,0,300,10,Blind Flange,
VBF,12,300,51,0,0,93,0,300,12,Blind Flange,
VBF,14,350,54,0,0,126,0,300,14,Blind Flange,
VBF,16,400,58,0,0,149,0,300,16,Blind Flange,
VBF,18,450,60,0,0,199,0,300,18,Blind Flange,
VBF,20,500,64,0,0,249,0,300,20,Blind Flange,
VBF,24,600,70,0,0,390,0,300,24,Blind Flange,
VBF,26,650,89,0,0,523,0,300,26,Blind Flange,
VBF,28,700,89,0,0,631,0,300,28,Blind Flange,
VBF,30,750,94,0,0,745,0,300,30,Blind Flange,
VBF,32,800,103,0,0,882,0,300,32,Blind Flange,
VBF,34,850,103,0,0,995,0,300,34,Blind Flange,
VBF,36,900,103,0,0,1152,0,300,36,Blind Flange,
VBF,2,50,26,0,0,5,0,600,2,Blind Flange,
VBF,3,80,32,0,0,11,0,600,3,Blind Flange,
VBF,4,100,39,0,0,21,0,600,4,Blind Flange,
VBF,6,150,48,0,0,45,0,600,6,Blind Flange,
VBF,8,200,56,0,0,71,0,600,8,Blind Flange,
VBF,10,250,64,0,0,118,0,600,10,Blind Flange,
VBF,12,300,67,0,0,151,0,600,12,Blind Flange,
VBF,14,350,70,0,0,184,0,600,14,Blind Flange,
VBF,16,400,77,0,0,254,0,600,16,Blind Flange,
VBF,18,450,83,0,0,323,0,600,18,Blind Flange,
VBF,20,500,89,0,0,413,0,600,20,Blind Flange,
VBF,24,600,102,0,0,637,0,600,24,Blind Flange,
VBF,26,650,114,0,0,780,0,600,26,Blind Flange,
VBF,28,700,117,0,0,908,0,600,28,Blind Flange,
VBF,30,750,121,0,0,1025,0,600,30,Blind Flange,
VBF,32,800,124,0,0,1183,0,600,32,Blind Flange,
VBF,34,850,127,0,0,1310,0,600,34,Blind Flange,
VBF,36,900,130,0,0,1536,0,600,36,Blind Flange,
VBF,2,50,46,0,0,14,0,900,2,Blind Flange,
VBF,3,80,46,0,0,19,0,900,3,Blind Flange,
VBF,4,100,52,0,0,30,0,900,4,Blind Flange,
VBF,6,150,63,0,0,60,0,900,6,Blind Flange,
VBF,8,200,70,0,0,104,0,900,8,Blind Flange,
VBF,10,250,77,0,0,150,0,900,10,Blind Flange,
VBF,12,300,86,0,0,212,0,900,12,Blind Flange,
VBF,14,350,93,0,0,261,0,900,14,Blind Flange,
VBF,16,400,96,0,0,304,0,900,16,Blind Flange,
VBF,18,450,109,0,0,445,0,900,18,Blind Flange,
